COD_VAR;LIB_VAR;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CONV_COLL;Convention collective redressée par la Dares;2294;Convention collective départementale des industries et métiers de la métallurgie de l'aube;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2306;Convention collective nationale de l'union des chambres syndicales des métiers du verre (taille, bouchage et décoration de verrerie, commerce de flaconnage, verrerie à la main travaillée au chalumeau);CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2310;Entrepreneurs de spectacles et artistes;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2316;Centres de gestion agrees et habilites;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2322;Chanson varietes jazz musiques actuelles;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2328;Convention collective des ouvriers du bâtiment et des travaux publics de la guadeloupe et dépendances;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2328;Convention collective départementale des ouvriers du bâtiment et des travaux publics de la guadeloupe et dépendances;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2329;Accord professionnel national de travail entre les avocats au conseil d'etat et à la cour de cassation et leur personnel salarié -non avocat-;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2332;Convention collective nationale des entreprises d'architecture;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2335;Convention collective nationale du personnel des agences générales d'assurances;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2336;Convention collective nationale des organismes gestionnaires de foyers et services pour jeunes travailleurs;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2336;Convention collective nationale de l'habitat et du logement accompagnés;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2344;Convention collective de la sidérurgie;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2344;Convention collective nationale de la sidérurgie;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2345;Convention collective régionale du transport sanitaire en martinique;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2354;Convention collective départementale des ouvriers du bâtiment de la savoie;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2357;Accord du 3 mars 1993 relatif aux cadres de direction des sociétés d'assurances;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2357;Accord professionnel national du 3 mars 1993 relatif aux cadres de direction des sociétés d'assurances;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2359;Production cinematographique artistes musiciens;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2360;Convention collective régionale des services de l'automobile de la guyane;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2372;Convention collective nationale des entreprises de la distribution directe;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2378;Accords nationaux professionnels concernant le personnel intérimaire des entreprises de travail temporaire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2378;Accords professionnels nationaux concernant le personnel intérimaire des entreprises de travail temporaire;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2389;Convention collective des ouvriers du bâtiment et des travaux publics région de la réunion;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2389;Convention collective régionale des ouvriers du bâtiment et des travaux publics région de la réunion;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2395;Convention collective nationale de travail des assistants maternels du particulier employeur;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2397;Convention collective des mannequins adultes et des mannequins enfants de moins de seize ans employés par les agences de mannequins;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2397;Convention collective nationale des mannequins adultes et des mannequins enfants de moins de seize ans employés par les agences de mannequins (fusion entre la 2717 et la 2397);CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2405;Convention collective départementale des établissements d'hospitalisation privée de la guadeloupe du 01/04/2003;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2408;Ets d enseignement prive;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2409;Travaux publics cadres;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2410;Biscotteries biscuiteries chocolateries (alliance 7);CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2411;Convention collective nationale des chaînes thématiques;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2412;Convention collective de la production de films d'animation;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2412;Convention collective nationale de la production de films d'animation;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2420;Convention collective nationale des cadres du bâtiment du 1er juin 2004;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2450;Credit mutuel centre est europe - sud est;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2480;Convention collective de la manutention portuaire du port de fort-de-france du 4 juillet 2003;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2480;Convention collective locale de la manutention portuaire du port de fort-de-france du 4 juillet 2003;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2489;Convention collective des industries métallurgiques et assimilées de la vendée;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2489;Convention collective départementale des industries métallurgiques et assimilées de la vendée;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2494;Convention collective nationale de la coopération maritime;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2511;Convention collective nationale du sport;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2519;Proprietaires exploitants de chapiteaux;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2526;Convention collective nationale des organisations professionnelles de l'habitat social;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2528;Convention collective nationale de travail des industries de la maroquinerie, articles de voyage, chasse sellerie, gainerie, bracelets en cuir;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2535;Convention collective dans la culture de la canne à sucre en martinique;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2535;Convention collective départementale dans la culture de la canne à sucre en martinique;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2542;Convention collective des industries métallurgiques, mécaniques et connexes de l'aisne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2542;Convention collective départementale des industries métallurgiques, mécaniques et connexes de l'aisne;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2543;Convention collective nationale des cabinets ou entreprises de géomètres experts, géomètres topographes photogrammètres, experts-fonciers;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2564;Convention collective nationale des vétérinaires praticiens salariés;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2567;Industrie glaces sorbets cremes glacees;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2579;Conventions collectives applicables aux entreprises des industries et métiers de la métallurgie du loir-et-cher;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2579;Conventions collectives départementales applicables aux entreprises des industries et métiers de la métallurgie du loir-et-cher;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2582;Convention collective des ouvriers des travaux public de la savoie;CHAR;4
CONV_COLL;Convention collective redressée par la Dares;2583;Convention collective nationale de branche des sociétés concessionnaires ou exploitantes d'autoroutes ou d'ouvrages routiers;CHAR;4
